"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-Calinog Agricultural and Industrial College",18310
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-Janiuay Polytechnic College",24024
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-Lambunao Institute of Science and Technology",26360
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-Pototan College of Arts and Sciences",26899
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-West Visayas State University",1393
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-West Visayas State University",280
"State Universities and Colleges-West Visayas State University-Basic Pay, Civilian-West Visayas State University",15586
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-West Visayas State University,495
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-West Visayas State University,55
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-West Visayas State University,1160
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-West Visayas State University,70
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-West Visayas State University,1325
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-Calinog Agricultural and Industrial College,370
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-Janiuay Polytechnic College,480
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-Lambunao Institute of Science and Technology,505
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-Pototan College of Arts and Sciences,510
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-West Visayas State University,25
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-West Visayas State University,5
State Universities and Colleges-West Visayas State University-Clothing/ Uniform Allowance-West Visayas State University,180
"State Universities and Colleges-West Visayas State University-Contractual, Casual and Emergency Personnel-West Visayas State University",163
"State Universities and Colleges-West Visayas State University-Contractual, Casual and Emergency Personnel-West Visayas State University",92
"State Universities and Colleges-West Visayas State University-Contractual, Casual and Emergency Personnel-West Visayas State University",74
"State Universities and Colleges-West Visayas State University-Contractual, Casual and Emergency Personnel-West Visayas State University",300
"State Universities and Colleges-West Visayas State University-Contractual, Casual and Emergency Personnel-Calinog Agricultural and Industrial College",52
"State Universities and Colleges-West Visayas State University-Contractual, Casual and Emergency Personnel-Janiuay Polytechnic College",442
"State Universities and Colleges-West Visayas State University-Contractual, Casual and Emergency Personnel-Lambunao Institute of Science and Technology",143
"State Universities and Colleges-West Visayas State University-Contractual, Casual and Emergency Personnel-Pototan College of Arts and Sciences",376
State Universities and Colleges-West Visayas State University-Electricity Expenses-West Visayas State University,4447
State Universities and Colleges-West Visayas State University-Electricity Expenses-West Visayas State University,2050
State Universities and Colleges-West Visayas State University-Electricity Expenses-West Visayas State University,500
State Universities and Colleges-West Visayas State University-Electricity Expenses-West Visayas State University,4900
State Universities and Colleges-West Visayas State University-Electricity Expenses-Calinog Agricultural and Industrial College,400
State Universities and Colleges-West Visayas State University-Electricity Expenses-Janiuay Polytechnic College,400
State Universities and Colleges-West Visayas State University-Electricity Expenses-Lambunao Institute of Science and Technology,400
State Universities and Colleges-West Visayas State University-Electricity Expenses-Pototan College of Arts and Sciences,400
State Universities and Colleges-West Visayas State University-Electricity Expenses-West Visayas State University,500
State Universities and Colleges-West Visayas State University-Electricity Expenses-West Visayas State University,500
State Universities and Colleges-West Visayas State University-Electricity Expenses-West Visayas State University,500
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-West Visayas State University,119
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-West Visayas State University,14
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-West Visayas State University,277
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-West Visayas State University,17
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-West Visayas State University,318
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-Calinog Agricultural and Industrial College,89
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-Janiuay Polytechnic College,116
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-Lambunao Institute of Science and Technology,121
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-Pototan College of Arts and Sciences,123
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-West Visayas State University,6
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-West Visayas State University,2
State Universities and Colleges-West Visayas State University-Employees Compensation Insurance Premiums (ECIP)-West Visayas State University,44
State Universities and Colleges-West Visayas State University-Extraordinary  Expenses-West Visayas State University,162
"State Universities and Colleges-West Visayas State University-Furniture, Fixtures, and Office Equipment-Upgrading of PABX and Telephone System of the Main Campus",2500
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-West Visayas State University,219
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-West Visayas State University,31
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-West Visayas State University,630
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-West Visayas State University,51
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-West Visayas State University,877
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-Calinog Agricultural and Industrial College,218
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-Janiuay Polytechnic College,286
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-Lambunao Institute of Science and Technology,309
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-Pototan College of Arts and Sciences,310
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-West Visayas State University,18
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-West Visayas State University,4
State Universities and Colleges-West Visayas State University-Health Insurance Premiums-West Visayas State University,128
State Universities and Colleges-West Visayas State University-Honoraria-West Visayas State University,516
State Universities and Colleges-West Visayas State University-Honoraria-West Visayas State University,850
State Universities and Colleges-West Visayas State University-Honoraria-West Visayas State University,441
State Universities and Colleges-West Visayas State University-Honoraria-West Visayas State University,300
State Universities and Colleges-West Visayas State University-Honoraria-Calinog Agricultural and Industrial College,281
State Universities and Colleges-West Visayas State University-Honoraria-Janiuay Polytechnic College,329
State Universities and Colleges-West Visayas State University-Honoraria-Lambunao Institute of Science and Technology,252
State Universities and Colleges-West Visayas State University-Honoraria-Pototan College of Arts and Sciences,248
State Universities and Colleges-West Visayas State University-Honoraria-West Visayas State University,19
State Universities and Colleges-West Visayas State University-Honoraria-West Visayas State University,280
State Universities and Colleges-West Visayas State University-Information Technology (IT) Equipment Outlay-Call Center Technology and Training Development Program,2915
State Universities and Colleges-West Visayas State University-Local Travel-West Visayas State University,500
State Universities and Colleges-West Visayas State University-Local Travel-West Visayas State University,130
State Universities and Colleges-West Visayas State University-Local Travel-West Visayas State University,200
State Universities and Colleges-West Visayas State University-Local Travel-West Visayas State University,1384
State Universities and Colleges-West Visayas State University-Local Travel-West Visayas State University,3900
State Universities and Colleges-West Visayas State University-Local Travel-Calinog Agricultural and Industrial College,200
State Universities and Colleges-West Visayas State University-Local Travel-Janiuay Polytechnic College,200
State Universities and Colleges-West Visayas State University-Local Travel-Lambunao Institute of Science and Technology,200
State Universities and Colleges-West Visayas State University-Local Travel-Pototan College of Arts and Sciences,200
State Universities and Colleges-West Visayas State University-Local Travel-West Visayas State University,1000
State Universities and Colleges-West Visayas State University-Local Travel-West Visayas State University,750
State Universities and Colleges-West Visayas State University-Local Travel-West Visayas State University,200
State Universities and Colleges-West Visayas State University-Magna Carta of Public Health Workers per R.A. 7305-West Visayas State University,62
State Universities and Colleges-West Visayas State University-Magna Carta of Public Health Workers per R.A. 7305-West Visayas State University,62
State Universities and Colleges-West Visayas State University-Magna Carta of Public Health Workers per R.A. 7305-West Visayas State University,33
State Universities and Colleges-West Visayas State University-Magna Carta of Public Health Workers per R.A. 7305-Calinog Agricultural and Industrial College,13
State Universities and Colleges-West Visayas State University-Magna Carta of Public Health Workers per R.A. 7305-Janiuay Polytechnic College,25
State Universities and Colleges-West Visayas State University-Magna Carta of Public Health Workers per R.A. 7305-Lambunao Institute of Science and Technology,25
State Universities and Colleges-West Visayas State University-Magna Carta of Public Health Workers per R.A. 7305-Pototan College of Arts and Sciences,13
State Universities and Colleges-West Visayas State University-Magna Carta of Public Health Workers per R.A. 7305-West Visayas State University,2301
State Universities and Colleges-West Visayas State University-Membership Dues and Contributions  to Organizations-West Visayas State University,50
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-West Visayas State University,2223
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-West Visayas State University,537
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-West Visayas State University,19379
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-West Visayas State University,550
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-West Visayas State University,9620
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-Calinog Agricultural and Industrial College,2850
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-Janiuay Polytechnic College,3450
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-Lambunao Institute of Science and Technology,3550
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-Pototan College of Arts and Sciences,3350
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-West Visayas State University,6050
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-West Visayas State University,2375
State Universities and Colleges-West Visayas State University-Office Supplies Expenses-West Visayas State University,722
"State Universities and Colleges-West Visayas State University-Other Buildings and Structures Outlays-Completion University Dormitory, Phase II",4000
State Universities and Colleges-West Visayas State University-Other Buildings and Structures Outlays-Rehabilitation of Proposed Learning Resource Center,6500
"State Universities and Colleges-West Visayas State University-Other Buildings and Structures Outlays-Completion of Student Center/Hometel/Cafeteria, Phase V",3000
State Universities and Colleges-West Visayas State University-Other Professional Services-West Visayas State University,1110
State Universities and Colleges-West Visayas State University-Other Professional Services-West Visayas State University,1650
State Universities and Colleges-West Visayas State University-Other Professional Services-West Visayas State University,430
State Universities and Colleges-West Visayas State University-Other Professional Services-West Visayas State University,1001
State Universities and Colleges-West Visayas State University-Other Professional Services-Calinog Agricultural and Industrial College,150
State Universities and Colleges-West Visayas State University-Other Professional Services-Janiuay Polytechnic College,200
State Universities and Colleges-West Visayas State University-Other Professional Services-Lambunao Institute of Science and Technology,200
State Universities and Colleges-West Visayas State University-Other Professional Services-Pototan College of Arts and Sciences,200
State Universities and Colleges-West Visayas State University-Other Professional Services-West Visayas State University,1500
State Universities and Colleges-West Visayas State University-Other Professional Services-West Visayas State University,800
State Universities and Colleges-West Visayas State University-Other Professional Services-West Visayas State University,300
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-West Visayas State University,119
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-West Visayas State University,14
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-West Visayas State University,279
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-West Visayas State University,17
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-West Visayas State University,318
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-Calinog Agricultural and Industrial College,89
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-Janiuay Polytechnic College,116
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-Lambunao Institute of Science and Technology,122
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-Pototan College of Arts and Sciences,123
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-West Visayas State University,6
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-West Visayas State University,2
State Universities and Colleges-West Visayas State University-PAG IBIG Contributions-West Visayas State University,44
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-West Visayas State University,2376
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-West Visayas State University,264
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-West Visayas State University,5340
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-West Visayas State University,336
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-West Visayas State University,6360
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-Calinog Agricultural and Industrial College,1776
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-Janiuay Polytechnic College,2304
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-Lambunao Institute of Science and Technology,2424
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-Pototan College of Arts and Sciences,2448
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-West Visayas State University,120
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-West Visayas State University,24
State Universities and Colleges-West Visayas State University-Personnel Economic Relief Allowance-West Visayas State University,864
State Universities and Colleges-West Visayas State University-Printing and Binding Expenses-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Printing and Binding Expenses-Calinog Agricultural and Industrial College,50
State Universities and Colleges-West Visayas State University-Printing and Binding Expenses-Janiuay Polytechnic College,50
State Universities and Colleges-West Visayas State University-Printing and Binding Expenses-Lambunao Institute of Science and Technology,50
State Universities and Colleges-West Visayas State University-Printing and Binding Expenses-Pototan College of Arts and Sciences,50
State Universities and Colleges-West Visayas State University-Printing and Binding Expenses-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Printing and Binding Expenses-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-West Visayas State University,198
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-West Visayas State University,22
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-West Visayas State University,464
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-West Visayas State University,28
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-West Visayas State University,530
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-Calinog Agricultural and Industrial College,148
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-Janiuay Polytechnic College,192
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-Lambunao Institute of Science and Technology,202
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-Pototan College of Arts and Sciences,204
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-West Visayas State University,10
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-West Visayas State University,2
State Universities and Colleges-West Visayas State University-Productivity Incentive Benefits-West Visayas State University,72
State Universities and Colleges-West Visayas State University-Rents   Buildings and Structures-West Visayas State University,20
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-West Visayas State University,2399
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-West Visayas State University,600
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-West Visayas State University,1600
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-Calinog Agricultural and Industrial College,800
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-Janiuay Polytechnic College,500
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-Lambunao Institute of Science and Technology,750
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-Pototan College of Arts and Sciences,700
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-West Visayas State University,500
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-West Visayas State University,484
State Universities and Colleges-West Visayas State University-Repair and Maintenance   Buildings and Structures-West Visayas State University,300
State Universities and Colleges-West Visayas State University-Representation Allowance-West Visayas State University,401
State Universities and Colleges-West Visayas State University-Representation Allowance-West Visayas State University,444
State Universities and Colleges-West Visayas State University-Representation Allowance-Pototan College of Arts and Sciences,132
State Universities and Colleges-West Visayas State University-Representation Expenses-West Visayas State University,150
State Universities and Colleges-West Visayas State University-Representation Expenses-West Visayas State University,600
State Universities and Colleges-West Visayas State University-Representation Expenses-Calinog Agricultural and Industrial College,200
State Universities and Colleges-West Visayas State University-Representation Expenses-Janiuay Polytechnic College,200
State Universities and Colleges-West Visayas State University-Representation Expenses-Lambunao Institute of Science and Technology,200
State Universities and Colleges-West Visayas State University-Representation Expenses-Pototan College of Arts and Sciences,200
State Universities and Colleges-West Visayas State University-Representation Expenses-West Visayas State University,200
State Universities and Colleges-West Visayas State University-Representation Expenses-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Representation Expenses-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Rewards and Other Claims-West Visayas State University,20
State Universities and Colleges-West Visayas State University-Rewards and Other Claims-West Visayas State University,20
State Universities and Colleges-West Visayas State University-Rewards and Other Claims-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Rewards and Other Claims-Calinog Agricultural and Industrial College,50
State Universities and Colleges-West Visayas State University-Rewards and Other Claims-Janiuay Polytechnic College,50
State Universities and Colleges-West Visayas State University-Rewards and Other Claims-Lambunao Institute of Science and Technology,50
State Universities and Colleges-West Visayas State University-Rewards and Other Claims-Pototan College of Arts and Sciences,50
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-West Visayas State University,55
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-West Visayas State University,8
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-West Visayas State University,147
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-West Visayas State University,21
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-West Visayas State University,229
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-Calinog Agricultural and Industrial College,46
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-Janiuay Polytechnic College,61
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-Lambunao Institute of Science and Technology,66
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-Pototan College of Arts and Sciences,68
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-West Visayas State University,4
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-West Visayas State University,1
State Universities and Colleges-West Visayas State University-Step Increments for Length of Service-West Visayas State University,39
State Universities and Colleges-West Visayas State University-Subscription Expenses-West Visayas State University,20
State Universities and Colleges-West Visayas State University-Subscription Expenses-West Visayas State University,700
State Universities and Colleges-West Visayas State University-Subscription Expenses-West Visayas State University,70
State Universities and Colleges-West Visayas State University-Subscription Expenses-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Subscription Expenses-West Visayas State University,500
State Universities and Colleges-West Visayas State University-Subscription Expenses-Calinog Agricultural and Industrial College,50
State Universities and Colleges-West Visayas State University-Subscription Expenses-Janiuay Polytechnic College,50
State Universities and Colleges-West Visayas State University-Subscription Expenses-Lambunao Institute of Science and Technology,50
State Universities and Colleges-West Visayas State University-Subscription Expenses-Pototan College of Arts and Sciences,50
State Universities and Colleges-West Visayas State University-Subscription Expenses-West Visayas State University,50
State Universities and Colleges-West Visayas State University-Subscription Expenses-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Substitute Teachers-West Visayas State University,647
State Universities and Colleges-West Visayas State University-Substitute Teachers-Calinog Agricultural and Industrial College,150
State Universities and Colleges-West Visayas State University-Substitute Teachers-Janiuay Polytechnic College,120
State Universities and Colleges-West Visayas State University-Substitute Teachers-Lambunao Institute of Science and Technology,174
State Universities and Colleges-West Visayas State University-Substitute Teachers-Pototan College of Arts and Sciences,228
"State Universities and Colleges-West Visayas State University-Taxes, Duties and Fees-West Visayas State University",1000
"State Universities and Colleges-West Visayas State University-Taxes, Duties and Fees-West Visayas State University",50
"State Universities and Colleges-West Visayas State University-Taxes, Duties and Fees-West Visayas State University",20
"State Universities and Colleges-West Visayas State University-Taxes, Duties and Fees-West Visayas State University",150
"State Universities and Colleges-West Visayas State University-Taxes, Duties and Fees-Calinog Agricultural and Industrial College",100
"State Universities and Colleges-West Visayas State University-Taxes, Duties and Fees-Janiuay Polytechnic College",100
"State Universities and Colleges-West Visayas State University-Taxes, Duties and Fees-Lambunao Institute of Science and Technology",100
"State Universities and Colleges-West Visayas State University-Taxes, Duties and Fees-Pototan College of Arts and Sciences",100
State Universities and Colleges-West Visayas State University-Telephone   Landline-West Visayas State University,450
State Universities and Colleges-West Visayas State University-Telephone   Landline-West Visayas State University,200
State Universities and Colleges-West Visayas State University-Telephone   Landline-West Visayas State University,280
State Universities and Colleges-West Visayas State University-Telephone   Landline-West Visayas State University,850
State Universities and Colleges-West Visayas State University-Telephone   Landline-Calinog Agricultural and Industrial College,200
State Universities and Colleges-West Visayas State University-Telephone   Landline-Janiuay Polytechnic College,200
State Universities and Colleges-West Visayas State University-Telephone   Landline-Lambunao Institute of Science and Technology,200
State Universities and Colleges-West Visayas State University-Telephone   Landline-Pototan College of Arts and Sciences,200
State Universities and Colleges-West Visayas State University-Telephone   Landline-West Visayas State University,700
State Universities and Colleges-West Visayas State University-Telephone   Landline-West Visayas State University,200
State Universities and Colleges-West Visayas State University-Telephone   Landline-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Training  Expenses-West Visayas State University,400
State Universities and Colleges-West Visayas State University-Training  Expenses-West Visayas State University,600
State Universities and Colleges-West Visayas State University-Training  Expenses-West Visayas State University,1600
State Universities and Colleges-West Visayas State University-Training  Expenses-Calinog Agricultural and Industrial College,200
State Universities and Colleges-West Visayas State University-Training  Expenses-Janiuay Polytechnic College,200
State Universities and Colleges-West Visayas State University-Training  Expenses-Lambunao Institute of Science and Technology,200
State Universities and Colleges-West Visayas State University-Training  Expenses-Pototan College of Arts and Sciences,200
State Universities and Colleges-West Visayas State University-Training  Expenses-West Visayas State University,400
State Universities and Colleges-West Visayas State University-Training  Expenses-West Visayas State University,1200
State Universities and Colleges-West Visayas State University-Training  Expenses-West Visayas State University,100
State Universities and Colleges-West Visayas State University-Transportation and Delivery Expenses-West Visayas State University,20
State Universities and Colleges-West Visayas State University-Transportation and Delivery Expenses-Calinog Agricultural and Industrial College,50
State Universities and Colleges-West Visayas State University-Transportation and Delivery Expenses-Janiuay Polytechnic College,50
State Universities and Colleges-West Visayas State University-Transportation and Delivery Expenses-Lambunao Institute of Science and Technology,50
State Universities and Colleges-West Visayas State University-Transportation and Delivery Expenses-Pototan College of Arts and Sciences,50
State Universities and Colleges-West Visayas State University-Year End Bonus-West Visayas State University,2327
State Universities and Colleges-West Visayas State University-Year End Bonus-West Visayas State University,297
State Universities and Colleges-West Visayas State University-Year End Bonus-West Visayas State University,6009
State Universities and Colleges-West Visayas State University-Year End Bonus-West Visayas State University,754
State Universities and Colleges-West Visayas State University-Year End Bonus-West Visayas State University,8934
State Universities and Colleges-West Visayas State University-Year End Bonus-Calinog Agricultural and Industrial College,1896
State Universities and Colleges-West Visayas State University-Year End Bonus-Janiuay Polytechnic College,2482
State Universities and Colleges-West Visayas State University-Year End Bonus-Lambunao Institute of Science and Technology,2702
State Universities and Colleges-West Visayas State University-Year End Bonus-Pototan College of Arts and Sciences,2752
State Universities and Colleges-West Visayas State University-Year End Bonus-West Visayas State University,142
State Universities and Colleges-West Visayas State University-Year End Bonus-West Visayas State University,29
State Universities and Colleges-West Visayas State University-Year End Bonus-West Visayas State University,1479
State Universities and Colleges-Zamboanga City State Polytechnic College-Accountable Forms Expenses-General Administration and Support Services,70
State Universities and Colleges-Zamboanga City State Polytechnic College-Auditing Services-General Administration and Support Services,50
"State Universities and Colleges-Zamboanga City State Polytechnic College-Basic Pay, Civilian-General Administration and Support Services",11537
"State Universities and Colleges-Zamboanga City State Polytechnic College-Basic Pay, Civilian-Higher Education Services",38174
State Universities and Colleges-Zamboanga City State Polytechnic College-Clothing/ Uniform Allowance-General Administration and Support Services,260
State Universities and Colleges-Zamboanga City State Polytechnic College-Clothing/ Uniform Allowance-Higher Education Services,665
"State Universities and Colleges-Zamboanga City State Polytechnic College-Contractual, Casual and Emergency Personnel-General Administration and Support Services",333
"State Universities and Colleges-Zamboanga City State Polytechnic College-Contractual, Casual and Emergency Personnel-Higher Education Services",433
State Universities and Colleges-Zamboanga City State Polytechnic College-Electricity Expenses-General Administration and Support Services,2189
State Universities and Colleges-Zamboanga City State Polytechnic College-Employees Compensation Insurance Premiums (ECIP)-General Administration and Support Services,62
State Universities and Colleges-Zamboanga City State Polytechnic College-Employees Compensation Insurance Premiums (ECIP)-Higher Education Services,160
State Universities and Colleges-Zamboanga City State Polytechnic College-Extraordinary  Expenses-General Administration and Support Services,110
State Universities and Colleges-Zamboanga City State Polytechnic College-Fidelity Bond Premiums-General Administration and Support Services,113
"State Universities and Colleges-Zamboanga City State Polytechnic College-Gasoline, Oil and Lubricants Expenses-General Administration and Support Services",305
State Universities and Colleges-Zamboanga City State Polytechnic College-Health Insurance Premiums-General Administration and Support Services,118
State Universities and Colleges-Zamboanga City State Polytechnic College-Health Insurance Premiums-Higher Education Services,443
State Universities and Colleges-Zamboanga City State Polytechnic College-Honoraria-General Administration and Support Services,136
State Universities and Colleges-Zamboanga City State Polytechnic College-Honoraria-Higher Education Services,691
State Universities and Colleges-Zamboanga City State Polytechnic College-Local Travel-General Administration and Support Services,577
State Universities and Colleges-Zamboanga City State Polytechnic College-Local Travel-Higher Education Services,200
State Universities and Colleges-Zamboanga City State Polytechnic College-Local Travel-Research Services,175
State Universities and Colleges-Zamboanga City State Polytechnic College-Local Travel-Extension Services,45
State Universities and Colleges-Zamboanga City State Polytechnic College-Magna Carta of Public Health Workers per R.A. 7305-General Administration and Support Services,49
State Universities and Colleges-Zamboanga City State Polytechnic College-Membership Dues and Contributions  to Organizations-General Administration and Support Services,50
State Universities and Colleges-Zamboanga City State Polytechnic College-Office Supplies Expenses-General Administration and Support Services,283
State Universities and Colleges-Zamboanga City State Polytechnic College-Office Supplies Expenses-Higher Education Services,883
State Universities and Colleges-Zamboanga City State Polytechnic College-Office Supplies Expenses-Research Services,145
State Universities and Colleges-Zamboanga City State Polytechnic College-Office Supplies Expenses-Extension Services,190
State Universities and Colleges-Zamboanga City State Polytechnic College-Other Buildings and Structures Outlays-Upgrading of Academic Facilities,477
State Universities and Colleges-Zamboanga City State Polytechnic College-Other Land and Land Improvement Outlays-Rehabilitation of Drainage System,3073
State Universities and Colleges-Zamboanga City State Polytechnic College-Other Professional Services-General Administration and Support Services,426
State Universities and Colleges-Zamboanga City State Polytechnic College-PAG IBIG Contributions-General Administration and Support Services,63
State Universities and Colleges-Zamboanga City State Polytechnic College-PAG IBIG Contributions-Higher Education Services,160
State Universities and Colleges-Zamboanga City State Polytechnic College-Personnel Economic Relief Allowance-General Administration and Support Services,1248
State Universities and Colleges-Zamboanga City State Polytechnic College-Personnel Economic Relief Allowance-Higher Education Services,3192
State Universities and Colleges-Zamboanga City State Polytechnic College-Postage and Deliveries-General Administration and Support Services,12
State Universities and Colleges-Zamboanga City State Polytechnic College-Productivity Incentive Benefits-General Administration and Support Services,104
State Universities and Colleges-Zamboanga City State Polytechnic College-Productivity Incentive Benefits-Higher Education Services,266
State Universities and Colleges-Zamboanga City State Polytechnic College-Repair and Maintenance   Buildings and Structures-General Administration and Support Services,300
State Universities and Colleges-Zamboanga City State Polytechnic College-Repair and Maintenance   Buildings and Structures-Higher Education Services,5000
State Universities and Colleges-Zamboanga City State Polytechnic College-Representation Allowance-General Administration and Support Services,168
State Universities and Colleges-Zamboanga City State Polytechnic College-Representation Expenses-General Administration and Support Services,100
State Universities and Colleges-Zamboanga City State Polytechnic College-Representation Expenses-Higher Education Services,78
State Universities and Colleges-Zamboanga City State Polytechnic College-Representation Expenses-Research Services,40
State Universities and Colleges-Zamboanga City State Polytechnic College-Representation Expenses-Extension Services,40
State Universities and Colleges-Zamboanga City State Polytechnic College-Security Services-General Administration and Support Services,500
State Universities and Colleges-Zamboanga City State Polytechnic College-Step Increments for Length of Service-General Administration and Support Services,29
